user_id,signup_day,channel,user_type,experiment_group,converted
1190,28,paid_ads,medium_value,treatment,1
1191,48,paid_ads,medium_value,control,0
1192,44,referral,high_value,treatment,0
1193,29,organic,high_value,treatment,1
1194,15,organic,low_value,treatment,0
1195,39,partner,medium_value,control,0
1196,18,organic,medium_value,control,0
1197,17,organic,medium_value,control,0
1198,0,organic,low_value,control,0
1199,77,organic,medium_value,treatment,1
1200,46,paid_ads,high_value,control,0
1201,65,referral,low_value,treatment,0
1202,37,organic,medium_value,control,0
1203,50,paid_ads,high_value,control,0
1204,62,referral,medium_value,treatment,0
1205,3,paid_ads,low_value,treatment,0
1206,0,partner,medium_value,control,0
1207,7,partner,medium_value,treatment,0
1208,28,organic,medium_value,treatment,1
1209,54,referral,low_value,treatment,0
1210,2,paid_ads,high_value,treatment,0
1211,31,partner,medium_value,control,0
1212,9,paid_ads,low_value,treatment,0
1213,73,partner,high_value,treatment,0
1214,82,referral,low_value,control,0
1215,33,organic,low_value,control,0
1216,86,paid_ads,low_value,treatment,0
1217,54,partner,medium_value,control,0
1218,31,partner,medium_value,control,0
1219,49,organic,low_value,treatment,0
1220,6,referral,low_value,control,0
1221,7,organic,high_value,control,0
1222,64,organic,low_value,treatment,0
1223,56,paid_ads,medium_value,treatment,0
1224,66,organic,high_value,control,0
1225,87,referral,medium_value,treatment,0
1226,86,organic,low_value,treatment,0
1227,58,referral,medium_value,treatment,0
1228,71,organic,medium_value,control,0
1229,53,organic,low_value,control,0
1230,66,organic,medium_value,control,0
1231,50,organic,medium_value,treatment,0
1232,7,organic,medium_value,treatment,0
1233,33,organic,medium_value,treatment,1
1234,34,paid_ads,medium_value,treatment,0
1235,87,organic,low_value,treatment,0
1236,77,paid_ads,medium_value,control,0
1237,31,paid_ads,low_value,treatment,0
1238,45,partner,high_value,treatment,0
1239,15,partner,medium_value,treatment,0
1240,67,paid_ads,medium_value,control,0
1241,36,organic,high_value,treatment,0
1242,53,organic,medium_value,control,0
1243,84,partner,medium_value,control,0
1244,13,organic,high_value,treatment,0
1245,54,organic,medium_value,treatment,0
1246,47,organic,medium_value,control,0
1247,81,organic,medium_value,treatment,0
1248,6,organic,low_value,control,0
1249,73,referral,medium_value,control,0
1250,6,organic,medium_value,control,0
1251,32,paid_ads,low_value,treatment,0
1252,22,organic,low_value,treatment,0
1253,84,organic,medium_value,treatment,0
1254,18,partner,high_value,treatment,0
1255,18,organic,medium_value,control,0
1256,35,referral,medium_value,control,0
1257,28,paid_ads,low_value,treatment,0
1258,59,organic,low_value,control,0
1259,81,partner,medium_value,treatment,0
1260,1,organic,low_value,treatment,0
1261,0,partner,medium_value,treatment,0
1262,46,organic,high_value,control,1
1263,68,partner,low_value,control,1
1264,19,organic,medium_value,treatment,0
1265,10,paid_ads,low_value,control,0
1266,1,referral,low_value,treatment,0
1267,66,partner,medium_value,control,0
1268,86,partner,medium_value,control,0
1269,11,referral,medium_value,control,0
1270,19,partner,medium_value,control,1
1271,4,organic,medium_value,treatment,1
1272,36,organic,medium_value,control,0
1273,37,organic,low_value,control,0
1274,8,paid_ads,medium_value,control,1
1275,52,paid_ads,high_value,control,0
1276,43,paid_ads,medium_value,control,0
1277,85,organic,low_value,control,0
1278,23,referral,medium_value,treatment,0
1279,80,organic,medium_value,treatment,0
1280,73,organic,low_value,treatment,0
1281,29,paid_ads,medium_value,treatment,0
1282,58,referral,medium_value,control,0
1283,86,referral,low_value,treatment,0
1284,80,paid_ads,high_value,treatment,0
1285,80,organic,low_value,control,0
1286,13,paid_ads,high_value,treatment,0
1287,8,organic,high_value,control,0
1288,39,paid_ads,low_value,control,0
1289,65,paid_ads,medium_value,treatment,1
1290,24,organic,low_value,control,0
1291,72,organic,low_value,control,0
1292,21,partner,low_value,control,0
1293,3,partner,low_value,control,0
1294,25,paid_ads,medium_value,control,0
1295,57,organic,low_value,treatment,0
1296,28,organic,high_value,treatment,0
1297,86,paid_ads,medium_value,treatment,0
1298,36,partner,low_value,control,0
1299,74,organic,medium_value,treatment,0
1300,69,referral,medium_value,treatment,1
1301,17,organic,medium_value,control,1
1302,84,partner,medium_value,treatment,0
1303,41,paid_ads,low_value,treatment,0
1304,40,referral,high_value,treatment,0
1305,37,organic,medium_value,control,0
1306,33,paid_ads,low_value,control,0
1307,16,organic,medium_value,treatment,0
1308,36,organic,high_value,treatment,0
1309,24,partner,medium_value,treatment,0
1310,75,partner,medium_value,treatment,0
1311,86,partner,high_value,treatment,0
1312,85,paid_ads,low_value,control,0
1313,84,referral,medium_value,treatment,0
1314,26,organic,low_value,control,0
1315,56,organic,low_value,treatment,0
1316,30,organic,medium_value,treatment,0
1317,5,paid_ads,high_value,control,0
1318,39,paid_ads,medium_value,treatment,0
1319,11,organic,high_value,control,1
1320,52,paid_ads,low_value,control,0
1321,70,referral,high_value,control,0
1322,9,paid_ads,medium_value,control,0
1323,44,organic,medium_value,control,0
1324,16,organic,medium_value,control,0
1325,25,organic,medium_value,treatment,0
1326,84,organic,medium_value,treatment,0
1327,61,paid_ads,high_value,treatment,0
1328,45,paid_ads,high_value,control,0
1329,63,referral,medium_value,treatment,0
1330,1,paid_ads,low_value,treatment,0
1331,53,referral,medium_value,control,0
1332,64,organic,medium_value,treatment,0
1333,50,paid_ads,medium_value,control,0
1334,52,referral,medium_value,treatment,0
1335,35,organic,low_value,control,0
1336,25,organic,high_value,control,0
1337,28,partner,medium_value,treatment,0
1338,20,organic,low_value,control,0
1339,10,referral,low_value,control,0
1340,39,organic,high_value,treatment,0
1341,10,referral,medium_value,treatment,0
1342,35,organic,low_value,treatment,0
1343,58,organic,high_value,control,0
1344,38,paid_ads,low_value,control,0
1345,53,organic,low_value,treatment,0
1346,54,paid_ads,low_value,control,0
1347,23,organic,high_value,control,1
1348,21,organic,low_value,treatment,0
1349,68,organic,medium_value,control,0
1350,55,organic,low_value,control,0
1351,32,partner,high_value,control,1
1352,35,organic,high_value,control,0
1353,19,paid_ads,medium_value,control,0
1354,82,organic,high_value,control,0
1355,80,organic,medium_value,control,0
1356,61,partner,low_value,treatment,1
1357,72,organic,medium_value,treatment,0
1358,25,partner,low_value,control,0
1359,65,organic,high_value,treatment,0
1360,72,referral,high_value,control,0
1361,72,paid_ads,high_value,control,1
1362,39,partner,medium_value,control,0
1363,16,paid_ads,low_value,treatment,0
1364,0,paid_ads,high_value,treatment,0
1365,88,organic,medium_value,treatment,0
1366,60,organic,medium_value,control,0
1367,42,partner,low_value,control,0
1368,41,organic,high_value,treatment,1
1369,24,paid_ads,medium_value,control,1
1370,38,referral,high_value,treatment,0
1371,34,organic,medium_value,treatment,0
1372,2,partner,medium_value,treatment,0
1373,43,referral,low_value,treatment,0
1374,50,paid_ads,medium_value,treatment,0
1375,11,partner,medium_value,treatment,0
1376,18,organic,medium_value,treatment,0
1377,43,organic,high_value,control,0
1378,58,paid_ads,medium_value,treatment,0
1379,48,organic,low_value,control,0
1380,60,referral,low_value,control,0
1381,16,partner,low_value,control,0
1382,73,paid_ads,low_value,control,0
1383,56,organic,high_value,treatment,1
1384,54,partner,medium_value,treatment,0
1385,46,paid_ads,high_value,control,0
1386,11,paid_ads,medium_value,control,1
1387,61,paid_ads,high_value,treatment,0
1388,79,partner,medium_value,treatment,1
1389,87,paid_ads,medium_value,treatment,0
1390,82,referral,low_value,control,0
1391,7,referral,low_value,treatment,0
1392,20,organic,low_value,control,1
1393,80,paid_ads,high_value,control,0
1394,86,referral,high_value,control,0
1395,79,paid_ads,medium_value,control,0
1396,69,referral,medium_value,control,0
1397,71,partner,medium_value,treatment,0
1398,24,paid_ads,medium_value,control,0
1399,81,referral,medium_value,control,0
1400,88,referral,medium_value,control,0
1401,11,referral,medium_value,control,0
1402,14,paid_ads,medium_value,treatment,0
1403,58,organic,medium_value,control,0
1404,25,paid_ads,medium_value,treatment,0
1405,25,referral,medium_value,control,0
1406,46,paid_ads,high_value,treatment,0
1407,31,referral,medium_value,treatment,0
1408,9,paid_ads,low_value,treatment,0
1409,15,paid_ads,low_value,treatment,0
1410,70,organic,medium_value,treatment,0
1411,16,referral,medium_value,control,0
1412,22,paid_ads,medium_value,treatment,0
1413,25,organic,medium_value,treatment,0
1414,84,organic,medium_value,treatment,0
1415,85,referral,medium_value,control,0
1416,6,paid_ads,medium_value,control,0
1417,13,organic,medium_value,treatment,0
1418,78,partner,low_value,control,0
1419,6,referral,high_value,control,0
1420,8,partner,low_value,control,0
1421,47,paid_ads,high_value,treatment,0
1422,71,paid_ads,high_value,treatment,0
1423,58,partner,low_value,control,0
1424,86,paid_ads,low_value,control,0
1425,81,referral,high_value,control,0
1426,38,organic,medium_value,control,0
1427,17,paid_ads,high_value,treatment,0
1428,58,organic,medium_value,treatment,1
1429,16,organic,low_value,control,0
1430,13,organic,low_value,treatment,0
1431,30,organic,medium_value,treatment,0
1432,23,partner,medium_value,control,0
1433,59,organic,medium_value,control,0
1434,44,referral,medium_value,treatment,0
1435,2,referral,low_value,control,1
1436,36,paid_ads,low_value,treatment,0
1437,42,organic,medium_value,control,1
1438,39,referral,medium_value,treatment,0
1439,89,paid_ads,medium_value,treatment,0
1440,54,referral,high_value,treatment,0
1441,86,referral,low_value,treatment,0
1442,38,partner,medium_value,treatment,0
1443,14,paid_ads,medium_value,treatment,0
1444,3,organic,medium_value,control,0
1445,85,paid_ads,low_value,control,0
1446,24,organic,high_value,treatment,0
1447,12,partner,low_value,treatment,0
1448,81,organic,low_value,control,0
1449,32,organic,low_value,control,0
1450,15,referral,medium_value,treatment,0
1451,41,paid_ads,medium_value,control,0
1452,65,paid_ads,medium_value,control,0
1453,54,paid_ads,medium_value,treatment,1
1454,41,partner,high_value,treatment,0
1455,33,organic,medium_value,control,0
1456,29,partner,medium_value,control,1
1457,12,organic,low_value,control,0
1458,12,referral,high_value,control,0
1459,17,referral,medium_value,treatment,0
1460,31,organic,low_value,treatment,1
1461,38,paid_ads,low_value,control,0
1462,45,organic,low_value,control,0
1463,28,referral,low_value,control,0
1464,61,paid_ads,low_value,treatment,0
1465,61,paid_ads,medium_value,control,0
1466,56,organic,medium_value,treatment,1
1467,15,organic,high_value,treatment,0
1468,55,organic,high_value,treatment,0
1469,9,organic,medium_value,treatment,0
1470,29,paid_ads,high_value,control,0
1471,24,partner,medium_value,treatment,0
1472,83,referral,high_value,control,0
1473,4,paid_ads,high_value,treatment,0
1474,64,partner,low_value,control,0
1475,48,referral,high_value,treatment,0
1476,2,partner,low_value,control,1
1477,44,paid_ads,high_value,treatment,0
1478,13,organic,low_value,control,0
1479,29,organic,low_value,treatment,0
1480,67,referral,medium_value,control,0
1481,17,organic,medium_value,control,0
1482,61,organic,high_value,treatment,0
1483,36,paid_ads,low_value,treatment,0
1484,24,paid_ads,low_value,control,0
1485,47,paid_ads,low_value,treatment,0
1486,64,organic,medium_value,treatment,0
1487,52,paid_ads,medium_value,treatment,0
1488,78,paid_ads,low_value,control,0
1489,72,partner,medium_value,control,0
1490,14,referral,medium_value,treatment,0
1491,48,partner,high_value,control,0
1492,87,referral,low_value,treatment,0
1493,67,paid_ads,high_value,control,1
1494,11,organic,medium_value,control,0
1495,58,referral,medium_value,treatment,0
1496,36,paid_ads,low_value,treatment,0
1497,60,paid_ads,medium_value,treatment,0
1498,42,paid_ads,medium_value,control,0
1499,69,paid_ads,high_value,control,0
1500,38,organic,low_value,control,1
1501,55,paid_ads,low_value,control,0
1502,62,organic,low_value,treatment,0
1503,45,referral,medium_value,treatment,0
1504,87,organic,low_value,control,0
1505,10,organic,medium_value,treatment,1
1506,61,paid_ads,medium_value,control,0
1507,76,referral,medium_value,treatment,1
1508,24,paid_ads,medium_value,control,0
1509,70,organic,low_value,treatment,0
1510,51,paid_ads,medium_value,control,0
1511,3,organic,medium_value,control,0
1512,58,partner,medium_value,control,0
1513,71,partner,high_value,control,0
1514,19,paid_ads,medium_value,control,0
1515,62,organic,medium_value,control,0
1516,53,referral,high_value,control,0
1517,73,organic,medium_value,treatment,0
1518,56,paid_ads,medium_value,control,0
1519,89,organic,low_value,treatment,0
1520,40,partner,medium_value,control,0
1521,2,organic,low_value,treatment,0
1522,5,paid_ads,low_value,treatment,0
1523,4,referral,low_value,control,1
1524,4,paid_ads,medium_value,treatment,0
1525,53,organic,medium_value,control,0
1526,46,partner,low_value,treatment,0
1527,86,paid_ads,medium_value,treatment,0
1528,48,paid_ads,medium_value,control,0
1529,8,organic,medium_value,control,0
1530,19,paid_ads,high_value,control,0
1531,60,paid_ads,low_value,control,0
1532,34,organic,medium_value,treatment,0
1533,49,organic,medium_value,control,0
1534,81,referral,medium_value,control,0
1535,61,organic,medium_value,control,0
1536,16,organic,high_value,control,0
1537,87,paid_ads,medium_value,control,0
1538,2,referral,low_value,treatment,0
1539,31,organic,medium_value,control,0
1540,12,paid_ads,low_value,treatment,0
1541,88,organic,medium_value,control,0
1542,72,organic,medium_value,control,0
1543,67,organic,high_value,treatment,0
1544,13,referral,medium_value,control,0
1545,10,organic,low_value,control,0
1546,55,organic,low_value,treatment,0
1547,66,paid_ads,medium_value,control,0
1548,28,referral,medium_value,control,0
1549,8,organic,low_value,treatment,0
1550,66,paid_ads,medium_value,treatment,0
1551,24,organic,high_value,control,1
1552,75,paid_ads,low_value,control,0
1553,41,paid_ads,medium_value,control,0
1554,8,paid_ads,low_value,control,0
1555,78,organic,medium_value,treatment,0
1556,39,organic,low_value,treatment,0
1557,24,organic,medium_value,treatment,0
1558,4,paid_ads,medium_value,control,0
1559,10,organic,medium_value,control,0
1560,58,referral,medium_value,treatment,0
1561,87,partner,high_value,control,0
1562,78,partner,medium_value,treatment,0
1563,37,partner,high_value,treatment,1
1564,71,paid_ads,low_value,treatment,0
1565,4,referral,medium_value,control,0
1566,47,organic,high_value,control,1
1567,89,paid_ads,high_value,treatment,0
1568,17,paid_ads,high_value,treatment,0
1569,69,paid_ads,medium_value,treatment,0
1570,36,referral,high_value,control,0
1571,59,organic,low_value,treatment,0
1572,47,organic,high_value,treatment,0
1573,76,partner,medium_value,control,0
1574,27,organic,low_value,treatment,0
1575,68,paid_ads,low_value,treatment,0
1576,76,partner,high_value,control,0
1577,80,paid_ads,low_value,control,0
1578,39,paid_ads,medium_value,treatment,0
1579,44,organic,low_value,control,0
1580,61,organic,medium_value,treatment,0
1581,57,partner,medium_value,control,0
1582,66,paid_ads,low_value,control,0
1583,55,paid_ads,medium_value,treatment,0
1584,39,organic,medium_value,treatment,0
1585,39,organic,medium_value,control,0
1586,76,partner,high_value,treatment,0
1587,32,paid_ads,high_value,control,0
1588,5,paid_ads,high_value,control,1
1589,87,organic,medium_value,control,0
1590,18,referral,medium_value,control,0
1591,79,partner,medium_value,treatment,0
1592,39,paid_ads,high_value,treatment,1
1593,58,organic,medium_value,treatment,0
1594,58,paid_ads,low_value,treatment,0
1595,47,referral,medium_value,control,0
1596,40,paid_ads,medium_value,treatment,0
1597,12,partner,low_value,treatment,0
1598,44,paid_ads,low_value,treatment,0
1599,88,partner,medium_value,treatment,0
1600,52,paid_ads,low_value,treatment,1
1601,41,organic,medium_value,control,0
1602,62,organic,low_value,treatment,0
1603,26,organic,medium_value,treatment,1
1604,37,partner,medium_value,treatment,0
1605,59,referral,high_value,control,0
1606,6,referral,low_value,treatment,0
1607,4,organic,medium_value,treatment,0
1608,44,organic,medium_value,control,0
1609,57,referral,medium_value,treatment,0
1610,30,paid_ads,low_value,control,0
1611,22,organic,low_value,control,0
1612,41,paid_ads,medium_value,control,0
1613,9,organic,medium_value,treatment,0
1614,31,organic,medium_value,control,0
1615,52,paid_ads,medium_value,control,0
1616,29,organic,low_value,control,0
1617,38,partner,high_value,control,0
1618,30,organic,medium_value,control,0
1619,81,organic,medium_value,control,0
1620,1,organic,medium_value,treatment,0
1621,77,referral,medium_value,treatment,1
1622,76,paid_ads,medium_value,control,0
1623,11,paid_ads,high_value,control,0
1624,38,organic,medium_value,treatment,0
1625,65,organic,medium_value,control,0
1626,12,paid_ads,high_value,treatment,0
1627,45,referral,high_value,treatment,0
1628,26,partner,low_value,control,0
1629,16,organic,medium_value,control,0
1630,59,paid_ads,medium_value,treatment,0
1631,63,partner,low_value,control,0
1632,87,paid_ads,medium_value,control,0
1633,34,referral,medium_value,control,0
1634,69,organic,medium_value,treatment,1
1635,82,partner,medium_value,treatment,0
1636,29,referral,medium_value,control,0
1637,70,partner,medium_value,treatment,0
1638,73,referral,low_value,control,0
1639,62,paid_ads,low_value,treatment,0
1640,27,partner,high_value,control,0
1641,59,organic,high_value,treatment,0
1642,78,organic,medium_value,treatment,0
1643,36,referral,medium_value,control,0
1644,21,referral,high_value,control,0
1645,67,partner,low_value,control,0
1646,19,organic,medium_value,control,1
1647,67,referral,low_value,control,0
1648,63,referral,low_value,treatment,0
1649,16,organic,low_value,treatment,0
1650,11,paid_ads,medium_value,control,0
1651,21,organic,medium_value,treatment,0
1652,16,organic,medium_value,treatment,0
1653,9,partner,high_value,treatment,0
1654,64,paid_ads,medium_value,control,0
1655,21,referral,medium_value,control,0
1656,89,partner,high_value,control,0
1657,81,paid_ads,medium_value,control,0
1658,49,referral,low_value,treatment,0
1659,13,paid_ads,high_value,treatment,1
1660,63,partner,high_value,control,1
1661,46,organic,medium_value,control,0
1662,28,partner,low_value,treatment,0
1663,75,organic,medium_value,treatment,1
1664,35,organic,high_value,treatment,0
1665,51,referral,medium_value,control,1
1666,75,paid_ads,low_value,treatment,0
1667,6,paid_ads,low_value,treatment,0
1668,28,paid_ads,medium_value,treatment,0
1669,10,referral,medium_value,control,0
1670,32,organic,medium_value,control,1
1671,5,organic,high_value,control,0
1672,78,organic,medium_value,treatment,0
1673,31,paid_ads,low_value,treatment,0
1674,50,organic,low_value,treatment,0
1675,74,paid_ads,medium_value,treatment,0
1676,57,paid_ads,high_value,control,0
1677,86,organic,medium_value,control,0
1678,25,paid_ads,low_value,control,0
1679,45,partner,low_value,control,0
1680,28,organic,high_value,treatment,0
1681,3,paid_ads,medium_value,treatment,0
1682,80,referral,medium_value,control,0
1683,12,paid_ads,medium_value,treatment,1
1684,38,referral,low_value,treatment,0
1685,14,paid_ads,medium_value,control,0
1686,28,paid_ads,low_value,control,0
1687,28,organic,medium_value,control,0
1688,74,referral,low_value,control,0
1689,31,referral,medium_value,treatment,0
1690,1,organic,low_value,control,0
1691,46,paid_ads,medium_value,control,0
1692,77,partner,medium_value,treatment,0
1693,83,paid_ads,medium_value,treatment,0
1694,21,paid_ads,medium_value,control,0
1695,74,partner,medium_value,treatment,0
1696,26,referral,medium_value,control,0
1697,66,paid_ads,low_value,control,0
1698,80,referral,high_value,treatment,0
1699,55,partner,low_value,control,0
1700,20,paid_ads,low_value,treatment,0
1701,46,paid_ads,high_value,control,0
1702,79,paid_ads,medium_value,control,0
1703,58,partner,medium_value,treatment,0
1704,83,referral,high_value,control,0
1705,5,organic,medium_value,treatment,1
1706,18,partner,low_value,treatment,0
1707,56,paid_ads,high_value,treatment,0
1708,68,organic,medium_value,treatment,0
1709,2,paid_ads,medium_value,control,0
1710,0,paid_ads,low_value,treatment,0
1711,57,partner,high_value,treatment,0
1712,37,organic,medium_value,treatment,0
1713,14,referral,medium_value,treatment,0
1714,33,paid_ads,medium_value,treatment,0
1715,60,organic,low_value,control,0
1716,34,partner,low_value,treatment,0
1717,63,paid_ads,high_value,control,0
1718,24,organic,medium_value,control,0
1719,23,paid_ads,medium_value,treatment,1
1720,11,partner,medium_value,control,0
1721,17,organic,medium_value,control,0
1722,14,organic,medium_value,control,0
1723,79,organic,medium_value,treatment,0
1724,26,organic,low_value,control,0
1725,71,referral,high_value,treatment,0
1726,59,paid_ads,low_value,control,0
1727,45,organic,medium_value,control,0
1728,88,organic,medium_value,control,0
1729,16,organic,low_value,treatment,0
1730,52,partner,medium_value,control,0
1731,7,organic,medium_value,treatment,1
1732,78,partner,medium_value,treatment,0
1733,26,paid_ads,medium_value,treatment,0
1734,45,organic,low_value,treatment,0
1735,49,partner,low_value,control,0
1736,70,paid_ads,high_value,treatment,0
1737,2,referral,high_value,treatment,1
1738,63,partner,medium_value,treatment,0
1739,43,organic,high_value,treatment,1
1740,52,organic,medium_value,treatment,0
1741,23,referral,high_value,treatment,0
1742,59,organic,medium_value,control,0
1743,2,organic,high_value,treatment,0
1744,19,organic,medium_value,treatment,0
1745,45,organic,medium_value,treatment,0
1746,14,referral,medium_value,control,1
1747,24,organic,low_value,treatment,0
1748,77,paid_ads,low_value,treatment,0
1749,70,paid_ads,medium_value,control,0
1750,16,paid_ads,high_value,treatment,0
1751,83,organic,low_value,control,0
1752,8,referral,low_value,treatment,0
1753,37,organic,low_value,control,0
1754,47,referral,high_value,control,0
1755,59,partner,low_value,control,0
1756,62,paid_ads,medium_value,treatment,0
1757,85,paid_ads,low_value,control,0
1758,1,paid_ads,low_value,treatment,0
1759,87,paid_ads,medium_value,treatment,0
1760,71,partner,low_value,treatment,1
1761,10,partner,medium_value,control,0
1762,63,organic,low_value,treatment,0
1763,76,paid_ads,medium_value,treatment,1
1764,80,partner,low_value,control,0
1765,71,partner,high_value,control,1
1766,20,paid_ads,low_value,control,0
1767,17,paid_ads,medium_value,treatment,0
1768,63,organic,medium_value,control,0
1769,81,partner,medium_value,control,0
1770,37,organic,low_value,treatment,0
1771,31,paid_ads,high_value,treatment,0
1772,10,organic,medium_value,treatment,1
1773,44,organic,medium_value,treatment,0
1774,88,paid_ads,low_value,control,0
1775,32,partner,high_value,treatment,1
1776,40,organic,high_value,control,0
1777,7,paid_ads,medium_value,treatment,0
1778,10,organic,medium_value,treatment,0
1779,85,organic,medium_value,control,0
1780,50,paid_ads,medium_value,treatment,0
1781,87,paid_ads,low_value,control,0
1782,40,organic,low_value,control,0
1783,16,organic,medium_value,treatment,0
1784,75,organic,high_value,treatment,0
1785,45,organic,medium_value,treatment,0
1786,31,partner,high_value,treatment,0
1787,78,partner,low_value,treatment,0
1788,79,organic,medium_value,control,0
1789,53,paid_ads,medium_value,control,0
1790,85,partner,medium_value,control,0
1791,19,organic,low_value,control,0
1792,32,referral,high_value,treatment,0
1793,73,partner,medium_value,control,0
1794,39,organic,high_value,control,0
1795,31,organic,low_value,control,0
1796,1,partner,low_value,treatment,0
1797,32,paid_ads,medium_value,treatment,0
1798,76,organic,medium_value,control,0
1799,29,organic,low_value,treatment,0
1800,32,paid_ads,medium_value,control,0
1801,76,referral,medium_value,treatment,0
1802,25,referral,medium_value,control,0
1803,21,partner,medium_value,control,0
1804,65,organic,high_value,treatment,0
1805,37,paid_ads,low_value,treatment,0
1806,89,paid_ads,medium_value,control,0
1807,45,paid_ads,high_value,treatment,0
1808,14,organic,low_value,treatment,0
1809,43,partner,medium_value,treatment,0
1810,48,partner,high_value,control,0
1811,74,paid_ads,medium_value,control,0
1812,60,paid_ads,low_value,treatment,0
1813,66,organic,low_value,control,1
1814,5,paid_ads,low_value,control,0
1815,8,referral,low_value,control,0
1816,5,paid_ads,high_value,treatment,0
1817,72,partner,medium_value,control,0
1818,31,paid_ads,low_value,treatment,0
1819,40,paid_ads,medium_value,control,0
1820,75,referral,medium_value,control,0
1821,7,organic,medium_value,control,0
1822,71,paid_ads,medium_value,control,0
1823,49,organic,low_value,treatment,0
1824,61,paid_ads,medium_value,treatment,0
1825,83,referral,medium_value,control,0
1826,61,paid_ads,low_value,control,0
1827,6,referral,medium_value,treatment,0
1828,74,paid_ads,high_value,treatment,1
1829,83,organic,medium_value,treatment,1
1830,79,referral,low_value,treatment,1
1831,3,organic,low_value,control,0
1832,5,organic,low_value,treatment,0
1833,57,paid_ads,low_value,control,0
1834,21,organic,medium_value,control,0
1835,25,organic,low_value,treatment,0
1836,2,paid_ads,low_value,treatment,0
1837,40,paid_ads,high_value,treatment,0
1838,59,paid_ads,high_value,control,0
1839,13,partner,low_value,control,0
1840,74,paid_ads,low_value,control,0
1841,81,partner,low_value,treatment,0
1842,11,organic,low_value,control,0
1843,86,paid_ads,medium_value,treatment,0
1844,11,partner,medium_value,control,0
1845,12,paid_ads,medium_value,treatment,0
1846,24,referral,high_value,treatment,0
1847,44,paid_ads,low_value,control,0
1848,18,organic,medium_value,control,0
1849,54,paid_ads,medium_value,treatment,0
1850,44,paid_ads,medium_value,treatment,0
1851,7,partner,medium_value,treatment,1
1852,52,organic,high_value,treatment,0
1853,54,partner,medium_value,control,0
1854,31,partner,high_value,treatment,1
1855,50,organic,high_value,control,0
1856,43,organic,low_value,treatment,0
1857,81,partner,high_value,control,1
1858,69,partner,medium_value,treatment,0
1859,17,paid_ads,medium_value,control,0
1860,82,organic,medium_value,control,0
1861,21,paid_ads,high_value,control,0
1862,36,referral,low_value,treatment,0
1863,55,organic,low_value,treatment,1
1864,58,referral,medium_value,treatment,0
1865,2,organic,medium_value,control,0
1866,27,organic,low_value,treatment,0
1867,73,paid_ads,low_value,treatment,0
1868,34,paid_ads,medium_value,control,0
1869,60,organic,high_value,control,0
1870,53,paid_ads,medium_value,control,0
1871,62,organic,medium_value,control,0
1872,78,organic,high_value,control,0
1873,6,organic,medium_value,treatment,0
1874,75,partner,medium_value,control,1
1875,48,paid_ads,medium_value,treatment,0
1876,84,paid_ads,low_value,treatment,0
1877,30,paid_ads,low_value,treatment,0
1878,57,partner,medium_value,treatment,1
1879,60,organic,low_value,control,0
1880,23,referral,high_value,treatment,0
1881,19,referral,low_value,control,1
1882,36,paid_ads,high_value,treatment,0
1883,3,organic,high_value,treatment,0
1884,19,referral,medium_value,treatment,1
1885,59,organic,medium_value,treatment,0
1886,23,paid_ads,low_value,control,0
1887,49,referral,medium_value,control,0
1888,48,organic,medium_value,treatment,0
1889,50,referral,medium_value,control,0
1890,35,organic,medium_value,treatment,0
1891,65,referral,medium_value,control,0
1892,78,paid_ads,medium_value,treatment,0
1893,33,organic,low_value,control,0
1894,35,organic,low_value,treatment,0
1895,5,partner,low_value,treatment,0
1896,38,organic,medium_value,control,0
1897,41,organic,low_value,control,0
1898,57,organic,medium_value,control,0
1899,11,paid_ads,medium_value,control,0
1900,2,paid_ads,medium_value,control,0
1901,17,organic,low_value,control,0
1902,39,organic,low_value,treatment,0
1903,20,organic,low_value,control,0
1904,14,organic,low_value,treatment,0
1905,25,paid_ads,low_value,treatment,0
1906,7,referral,low_value,control,0
1907,86,organic,medium_value,control,0
1908,41,paid_ads,medium_value,treatment,0
1909,43,paid_ads,medium_value,control,0
1910,13,partner,high_value,treatment,0
1911,77,partner,medium_value,treatment,0
1912,1,referral,medium_value,control,0
1913,36,organic,medium_value,treatment,0
1914,68,organic,low_value,control,0
1915,37,organic,low_value,control,0
1916,40,organic,high_value,treatment,1
1917,61,paid_ads,medium_value,treatment,1
1918,59,referral,medium_value,treatment,0
1919,13,partner,medium_value,treatment,1
1920,88,referral,low_value,treatment,0
1921,83,paid_ads,medium_value,treatment,0
1922,1,referral,medium_value,control,0
1923,69,organic,low_value,treatment,0
1924,16,organic,low_value,treatment,0
1925,88,referral,high_value,control,0
1926,27,organic,low_value,treatment,0
1927,65,paid_ads,medium_value,control,1
1928,34,organic,medium_value,treatment,0
1929,4,referral,high_value,treatment,0
1930,64,referral,medium_value,treatment,0
1931,39,organic,medium_value,control,0
1932,75,referral,medium_value,treatment,0
1933,55,organic,medium_value,control,0
1934,35,paid_ads,low_value,treatment,0
1935,44,referral,medium_value,treatment,0
1936,22,referral,high_value,treatment,0
1937,46,partner,low_value,treatment,0
1938,30,organic,high_value,treatment,0
1939,10,referral,low_value,control,0
1940,9,paid_ads,medium_value,control,0
1941,66,partner,medium_value,treatment,0
1942,13,organic,medium_value,control,0
1943,79,referral,high_value,control,0
1944,73,paid_ads,medium_value,treatment,0
1945,9,organic,high_value,control,0
1946,75,paid_ads,medium_value,control,0
1947,0,organic,high_value,treatment,0
1948,4,paid_ads,medium_value,control,0
